 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099657,
 79 F6 19 E9,1,1634099664,
 79 F6 19 E9,0,1634099668,
 79 F6 19 E9,0,1634099671,
 79 F6 19 E9,0,1634099681,
 79 F6 19 E9,1,1634099686,
 79 F6 19 E9,1,1634100186,
 79 F6 19 E9,0,1634100189,
 79 F6 19 E9,0,1634100194,
 79 F6 19 E9,0,1634100197,
 79 F6 19 E9,1,1634100202,
 79 F6 19 E9,1,1634100204,
 79 F6 19 E9,0,1634100210,
 79 F6 19 E9,0,1634100215,
 79 F6 19 E9,0,1634100217,
 79 F6 19 E9,0,1634100273,
 79 F6 19 E9,1,1634100316,
 79 F6 19 E9,0,1634100320,
 79 F6 19 E9,1,1634100323,
 79 F6 19 E9,1,1634100328,
 79 F6 19 E9,0,1634100332,
 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099657,
 79 F6 19 E9,1,1634099664,
 79 F6 19 E9,0,1634099668,
 79 F6 19 E9,0,1634099671,
 79 F6 19 E9,0,1634099681,
 79 F6 19 E9,1,1634099686,
 79 F6 19 E9,1,1634100186,
 79 F6 19 E9,0,1634100189,
 79 F6 19 E9,0,1634100194,
 79 F6 19 E9,0,1634100197,
 79 F6 19 E9,1,1634100202,
 79 F6 19 E9,1,1634100204,
 79 F6 19 E9,0,1634100210,
 79 F6 19 E9,0,1634100215,
 79 F6 19 E9,0,1634100217,
 79 F6 19 E9,0,1634100273,
 79 F6 19 E9,1,1634100316,
 79 F6 19 E9,0,1634100320,
 79 F6 19 E9,1,1634100323,
 79 F6 19 E9,1,1634100328,
 79 F6 19 E9,0,1634100332,
 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099657,
 79 F6 19 E9,1,1634099664,
 79 F6 19 E9,0,1634099668,
 79 F6 19 E9,0,1634099671,
 79 F6 19 E9,0,1634099681,
 79 F6 19 E9,1,1634099686,
 79 F6 19 E9,1,1634100186,
 79 F6 19 E9,0,1634100189,
 79 F6 19 E9,0,1634100194,
 79 F6 19 E9,0,1634100197,
 79 F6 19 E9,1,1634100202,
 79 F6 19 E9,1,1634100204,
 79 F6 19 E9,0,1634100210,
 79 F6 19 E9,0,1634100215,
 79 F6 19 E9,0,1634100217,
 79 F6 19 E9,0,1634100273,
 79 F6 19 E9,1,1634100316,
 79 F6 19 E9,0,1634100320,
 79 F6 19 E9,1,1634100323,
 79 F6 19 E9,1,1634100328,
 79 F6 19 E9,0,1634100332,
 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099657,
 79 F6 19 E9,1,1634099664,
 79 F6 19 E9,0,1634099668,
 79 F6 19 E9,0,1634099671,
 79 F6 19 E9,0,1634099681,
 79 F6 19 E9,1,1634099686,
 79 F6 19 E9,1,1634100186,
 79 F6 19 E9,0,1634100189,
 79 F6 19 E9,0,1634100194,
 79 F6 19 E9,0,1634100197,
 79 F6 19 E9,1,1634100202,
 79 F6 19 E9,1,1634100204,
 79 F6 19 E9,0,1634100210,
 79 F6 19 E9,0,1634100215,
 79 F6 19 E9,0,1634100217,
 79 F6 19 E9,0,1634100273,
 79 F6 19 E9,1,1634100316,
 79 F6 19 E9,0,1634100320,
 79 F6 19 E9,1,1634100323,
 79 F6 19 E9,1,1634100328,
 79 F6 19 E9,0,1634100332,
 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099657,
 79 F6 19 E9,1,1634099664,
 79 F6 19 E9,0,1634099668,
 79 F6 19 E9,0,1634099671,
 79 F6 19 E9,0,1634099681,
 79 F6 19 E9,1,1634099686,
 79 F6 19 E9,1,1634100186,
 79 F6 19 E9,0,1634100189,
 79 F6 19 E9,0,1634100194,
 79 F6 19 E9,0,1634100197,
 79 F6 19 E9,1,1634100202,
 79 F6 19 E9,1,1634100204,
 79 F6 19 E9,0,1634100210,
 79 F6 19 E9,0,1634100215,
 79 F6 19 E9,0,1634100217,
 79 F6 19 E9,0,1634100273,
 79 F6 19 E9,1,1634100316,
 79 F6 19 E9,0,1634100320,
 79 F6 19 E9,1,1634100323,
 79 F6 19 E9,1,1634100328,
 79 F6 19 E9,0,1634100332,
 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099657,
 79 F6 19 E9,1,1634099664,
 79 F6 19 E9,0,1634099668,
 79 F6 19 E9,0,1634099671,
 79 F6 19 E9,0,1634099681,
 79 F6 19 E9,1,1634099686,
 79 F6 19 E9,1,1634100186,
 79 F6 19 E9,0,1634100189,
 79 F6 19 E9,0,1634100194,
 79 F6 19 E9,0,1634100197,
 79 F6 19 E9,1,1634100202,
 79 F6 19 E9,1,1634100204,
 79 F6 19 E9,0,1634100210,
 79 F6 19 E9,0,1634100215,
 79 F6 19 E9,0,1634100217,
 79 F6 19 E9,0,1634100273,
 79 F6 19 E9,1,1634100316,
 79 F6 19 E9,0,1634100320,
 79 F6 19 E9,1,1634100323,
 79 F6 19 E9,1,1634100328,
 79 F6 19 E9,0,1634100332,
 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099657,
 79 F6 19 E9,1,1634099664,
 79 F6 19 E9,0,1634099668,
 79 F6 19 E9,0,1634099671,
 79 F6 19 E9,0,1634099681,
 79 F6 19 E9,1,1634099686,
 79 F6 19 E9,1,1634100186,
 79 F6 19 E9,0,1634100189,
 79 F6 19 E9,0,1634100194,
 79 F6 19 E9,0,1634100197,
 79 F6 19 E9,1,1634100202,
 79 F6 19 E9,1,1634100204,
 79 F6 19 E9,0,1634100210,
 79 F6 19 E9,0,1634100215,
 79 F6 19 E9,0,1634100217,
 79 F6 19 E9,0,1634100273,
 79 F6 19 E9,1,1634100316,
 79 F6 19 E9,0,1634100320,
 79 F6 19 E9,1,1634100323,
 79 F6 19 E9,1,1634100328,
 79 F6 19 E9,0,1634100332,
 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099657,
 79 F6 19 E9,1,1634099664,
 79 F6 19 E9,0,1634099668,
 79 F6 19 E9,0,1634099671,
 79 F6 19 E9,0,1634099681,
 79 F6 19 E9,1,1634099686,
 79 F6 19 E9,1,1634100186,
 79 F6 19 E9,0,1634100189,
 79 F6 19 E9,0,1634100194,
 79 F6 19 E9,0,1634100197,
 79 F6 19 E9,1,1634100202,
 79 F6 19 E9,1,1634100204,
 79 F6 19 E9,0,1634100210,
 79 F6 19 E9,0,1634100215,
 79 F6 19 E9,0,1634100217,
 79 F6 19 E9,0,1634100273,
 79 F6 19 E9,1,1634100316,
 79 F6 19 E9,0,1634100320,
 79 F6 19 E9,1,1634100323,
 79 F6 19 E9,1,1634100328,
 79 F6 19 E9,0,1634100332,
 79 F6 19 E9,0,1634099488,
 79 F6 19 E9,1,1634099494,
 79 F6 19 E9,1,1634099643,
 79 F6 19 E9,0,1634099657,
